0.8 -0.522016 -0.520924 0.440946 13.5401 -0.51171
0.81 -0.516696 -0.515846 0.573628 12.993 -0.516895
0.82 -0.51004 -0.50947 0.700748 12.4284 -0.522023
0.83 -0.50211 -0.50185 0.82215 11.8501 -0.52708
0.84 -0.49297 -0.493046 0.937717 11.2621 -0.532056
0.85 -0.482687 -0.483116 1.04737 10.668 -0.536938
0.86 -0.471329 -0.472119 1.15107 10.0714 -0.541715
0.87 -0.458968 -0.460114 1.2488 9.47585 -0.546377
0.88 -0.445675 -0.447162 1.3406 8.88447 -0.550914
0.89 -0.431524 -0.433322 1.42652 8.30039 -0.555317
0.9 -0.41659 -0.418651 1.50664 7.72645 -0.559577
0.91 -0.400947 -0.403208 1.58109 7.16528 -0.563687
0.92 -0.38467 -0.387048 1.65 6.61925 -0.567639
0.93 -0.367834 -0.370226 1.71353 6.09049 -0.571426
0.94 -0.350513 -0.352795 1.77187 5.58088 -0.575042
0.95 -0.332782 -0.334805 1.82522 5.09199 -0.57848
0.96 -0.314712 -0.316306 1.87379 4.62516 -0.581736
0.97 -0.296376 -0.297345 1.9178 4.18144 -0.584805
0.98 -0.277843 -0.277965 1.95749 3.7616 -0.587682
0.99 -0.259183 -0.258208 1.99311 3.36615 -0.590363
