0 0 0
0.0452261 0.0449757 0.0452107
0.0904523 0.0894507 0.090329
0.135678 0.133425 0.135262
0.180905 0.176898 0.179919
0.226131 0.219871 0.224208
0.271357 0.262343 0.268039
0.316583 0.304314 0.311321
0.361809 0.345784 0.353967
0.407035 0.386753 0.395888
0.452261 0.427222 0.437001
0.497487 0.46719 0.477219
0.542714 0.506265 0.516462
0.58794 0.543962 0.554648
0.633166 0.580279 0.5917
0.678392 0.615216 0.627542
0.723618 0.648773 0.6621
0.768844 0.680951 0.695305
0.81407 0.711749 0.727088
0.859296 0.741167 0.757383
0.904523 0.769206 0.78613
0.949749 0.795864 0.813269
0.994975 0.821143 0.838745
1.0402 0.844829 0.862506
1.08543 0.866597 0.884503
1.13065 0.886444 0.904691
1.17588 0.90437 0.923029
1.22111 0.920375 0.939479
1.26633 0.934459 0.954008
1.31156 0.946622 0.966585
1.35678 0.956865 0.977187
1.40201 0.965186 0.985789
1.44724 0.971587 0.992376
1.49246 0.976067 0.996933
1.53769 0.978601 0.999452
1.58291 0.979145 0.999927
1.62814 0.977696 0.998356
1.67337 0.974256 0.994744
1.71859 0.968825 0.989098
1.76382 0.961401 0.981429
1.80905 0.951986 0.971753
1.85427 0.940579 0.960089
1.8995 0.92718 0.946462
1.94472 0.91179 0.9309
1.98995 0.894408 0.913434
2.03518 0.87516 0.8941
2.0804 0.854326 0.872937
2.12563 0.831918 0.849989
2.17085 0.807935 0.825303
2.21608 0.782377 0.798929
2.26131 0.755244 0.770921
2.30653 0.726537 0.741337
2.35176 0.696254 0.710236
2.39698 0.664396 0.677683
2.44221 0.630963 0.643745
2.48744 0.595956 0.608489
2.53266 0.559582 0.57199
2.57789 0.522405 0.53432
2.62312 0.484456 0.495558
2.66834 0.445734 0.455782
2.71357 0.40624 0.415075
2.75879 0.365973 0.373518
2.80402 0.324933 0.331198
2.84925 0.283121 0.2882
2.89447 0.240536 0.244613
2.9397 0.197179 0.200525
2.98492 0.153049 0.156028
3.03015 0.108367 0.111211
3.07538 0.0638493 0.0661674
3.1206 0.0195503 0.0209881
3.16583 -0.0245297 -0.0242341
3.21106 -0.0683907 -0.0694068
3.25628 -0.112033 -0.114437
3.30151 -0.155456 -0.159234
3.34673 -0.19866 -0.203705
3.39196 -0.241645 -0.24776
3.43719 -0.284411 -0.291307
3.48241 -0.326958 -0.334259
3.52764 -0.369111 -0.376528
3.57286 -0.410177 -0.418026
3.61809 -0.450087 -0.45867
3.66332 -0.48884 -0.498375
3.70854 -0.526436 -0.537062
3.75377 -0.562875 -0.57465
3.79899 -0.598158 -0.611063
3.84422 -0.632283 -0.646226
3.88945 -0.665251 -0.680067
3.93467 -0.697062 -0.712518
3.9799 -0.727717 -0.743512
4.02513 -0.757113 -0.772985
4.07035 -0.784763 -0.800877
4.11558 -0.810601 -0.827132
4.1608 -0.834627 -0.851695
4.20603 -0.856842 -0.874516
4.25126 -0.877245 -0.895549
4.29648 -0.895836 -0.91475
4.34171 -0.912616 -0.932081
4.38693 -0.927585 -0.947506
4.43216 -0.940741 -0.960992
4.47739 -0.952086 -0.972514
4.52261 -0.961593 -0.982047
4.56784 -0.969104 -0.989571
4.61307 -0.974592 -0.995071
4.65829 -0.978057 -0.998537
4.70352 -0.9795 -0.999961
4.74874 -0.97892 -0.999339
4.79397 -0.976317 -0.996674
4.8392 -0.971691 -0.991971
4.88442 -0.965043 -0.985239
4.92965 -0.956372 -0.976492
4.97487 -0.945678 -0.965748
5.0201 -0.932989 -0.953029
5.06533 -0.918519 -0.938361
5.11055 -0.902309 -0.921774
5.15578 -0.884361 -0.903303
5.20101 -0.864674 -0.882983
5.24623 -0.843248 -0.860858
5.29146 -0.820084 -0.836973
5.33668 -0.795182 -0.811376
5.38191 -0.76854 -0.784119
5.42714 -0.74016 -0.755259
5.47236 -0.710042 -0.724855
5.51759 -0.678238 -0.692968
5.56281 -0.645273 -0.659664
5.60804 -0.611279 -0.625011
5.65327 -0.576257 -0.589079
5.69849 -0.540205 -0.551943
5.74372 -0.503125 -0.513679
5.78894 -0.465016 -0.474363
5.83417 -0.425878 -0.434078
5.8794 -0.385711 -0.392905
5.92462 -0.344516 -0.350928
5.96985 -0.302291 -0.308234
6.01508 -0.259091 -0.264909
6.0603 -0.215611 -0.221043
6.10553 -0.172063 -0.176725
6.15075 -0.128448 -0.132045
6.19598 -0.0847653 -0.0870949
6.24121 -0.0410159 -0.0419669
6.28643 0.00280064 0.00324685
6.33166 0.0466844 0.048454
6.37688 0.0906352 0.0935621
6.42211 0.134653 0.138479
6.46734 0.178738 0.183112
6.51256 0.222853 0.227371
6.55779 0.266312 0.271165
6.60302 0.30886 0.314405
6.64824 0.350496 0.357002
6.69347 0.391222 0.398868
6.73869 0.431037 0.439919
6.78392 0.469941 0.48007
6.82915 0.507934 0.519239
6.87437 0.545016 0.557347
6.9196 0.581187 0.594314
6.96482 0.616447 0.630066
7.01005 0.650778 0.66453
7.05528 0.683671 0.697635
7.1005 0.714897 0.729313
