0.0001 0.0001
0.00165531 0.00165289
0.00289772 0.0028899
0.00408402 0.00406817
0.00522219 0.00519601
0.00632509 0.00628644
0.00740318 0.00735001
0.00846403 0.00839434
0.00951292 0.0094247
0.0105535 0.0104447
0.0115882 0.0114569
0.0126187 0.0124629
0.0136463 0.0134639
0.0146716 0.0144608
0.0156954 0.0154541
0.0167181 0.0164441
0.0177398 0.0174313
0.0187608 0.0184157
0.0197813 0.0193977
0.0208015 0.0203772
0.0218213 0.0213545
0.0228409 0.0223295
0.0238603 0.0233023
0.0248797 0.0242731
0.0258989 0.0252417
0.0269182 0.0262084
0.0279374 0.027173
0.0289566 0.0281357
0.0299759 0.0290964
0.0309952 0.0300551
0.0320146 0.031012
0.0330341 0.031967
0.0340538 0.0329201
0.0350735 0.0338713
0.0360934 0.0348207
0.0371134 0.0357682
0.0381336 0.036714
0.0391539 0.0376579
0.0401744 0.0386
0.0411951 0.0395403
0.042216 0.0404788
0.0432371 0.0414156
0.0442583 0.0423506
0.0452798 0.0432838
0.0463015 0.0442152
0.0473234 0.0451449
0.0483456 0.0460729
0.0493679 0.0469991
0.0503905 0.0479236
0.0514133 0.0488464
0.0524364 0.0497674
0.0534597 0.0506867
0.0544833 0.0516044
0.0555071 0.0525203
0.0565311 0.0534345
0.0575554 0.054347
0.05858 0.0552578
0.0596049 0.0561669
0.06063 0.0570744
0.0616553 0.0579801
0.062681 0.0588842
0.0637069 0.0597866
0.0647331 0.0606874
0.0657596 0.0615864
0.0667864 0.0624838
0.0678134 0.0633796
0.0688407 0.0642737
0.0698684 0.0651661
0.0708963 0.0660569
0.0719245 0.0669461
0.072953 0.0678336
0.0739818 0.0687195
0.0750109 0.0696037
0.0760403 0.0704863
0.07707 0.0713673
0.0781 0.0722466
0.0791303 0.0731244
0.080161 0.0740005
0.0811919 0.0748749
0.0822232 0.0757478
0.0832548 0.0766191
0.0842866 0.0774887
0.0853189 0.0783567
0.0863514 0.0792232
0.0873842 0.080088
0.0884174 0.0809512
0.0894509 0.0818129
0.0904848 0.0826729
0.0915189 0.0835314
0.0925534 0.0843882
0.0935882 0.0852435
0.0946234 0.0860972
0.0956589 0.0869493
0.0966947 0.0877998
0.0977309 0.0886488
0.0987674 0.0894962
0.0998043 0.090342
0.100841 0.0911862
0.101879 0.0920289
0.102917 0.09287
0.103955 0.0937096
0.104994 0.0945475
0.106033 0.095384
0.107072 0.0962189
0.108112 0.0970522
0.109152 0.0978839
0.110192 0.0987142
0.111233 0.0995429
0.112274 0.10037
0.113315 0.101196
0.114357 0.10202
0.115399 0.102842
0.116442 0.103663
0.117485 0.104483
0.118528 0.105301
0.119572 0.106117
0.120616 0.106932
0.12166 0.107745
0.122705 0.108557
0.12375 0.109367
0.124796 0.110176
0.125842 0.110983
0.126888 0.111789
0.127935 0.112593
0.128982 0.113396
0.13003 0.114197
0.131077 0.114997
0.132126 0.115795
0.133174 0.116592
0.134223 0.117387
0.135273 0.118181
0.136323 0.118973
0.137373 0.119764
0.138424 0.120553
0.139475 0.121341
0.140526 0.122127
0.141578 0.122912
0.14263 0.123695
0.143683 0.124477
0.144736 0.125257
0.14579 0.126036
0.146844 0.126814
0.147898 0.12759
0.148953 0.128364
0.150008 0.129137
0.151063 0.129909
0.152119 0.130679
0.153176 0.131447
0.154233 0.132214
0.15529 0.13298
0.156348 0.133744
0.157406 0.134507
0.158464 0.135268
0.159523 0.136028
0.160583 0.136787
0.161643 0.137544
0.162703 0.138299
0.163764 0.139053
0.164825 0.139806
0.165887 0.140557
0.166949 0.141307
0.168011 0.142055
0.169074 0.142802
0.170137 0.143547
0.171201 0.144291
0.172266 0.145034
0.17333 0.145775
0.174396 0.146515
0.175461 0.147253
0.176528 0.14799
0.177594 0.148725
0.178661 0.149459
0.179729 0.150192
0.180797 0.150923
0.181865 0.151653
0.182934 0.152381
0.184004 0.153108
0.185073 0.153834
0.186144 0.154558
0.187215 0.155281
0.188286 0.156002
0.189358 0.156722
0.19043 0.157441
0.191503 0.158158
0.192576 0.158874
0.19365 0.159588
0.194724 0.160301
0.195799 0.161013
0.196874 0.161723
0.197949 0.162432
0.199026 0.163139
0.200102 0.163845
0.201179 0.16455
0.202257 0.165253
0.203335 0.165955
0.204414 0.166655
0.205493 0.167355
0.206573 0.168052
0.207653 0.168749
0.208734 0.169444
0.209815 0.170137
0.210897 0.17083
0.211979 0.171521
0.213062 0.17221
0.214145 0.172898
0.215229 0.173585
0.216313 0.174271
0.217398 0.174955
0.218484 0.175638
0.21957 0.176319
0.220656 0.176999
0.221743 0.177678
0.222831 0.178355
0.223919 0.179031
0.225007 0.179706
0.226097 0.180379
0.227186 0.181051
